"Year","Month","Ranking","Title","Artist","Spotify Link"
"2014","Julho","4","Stay with Me","Sam Smith","https://open.spotify.com/track/2X9P"
"2014","Julho","5","Happy","Pharrell Williams","https://open.spotify.com/track/2X9P"
"2014","Julho","6","All of Me","John Legend","https://open.spotify.com/track/1Y9P"
"2014","Julho","7","Am I Wrong","Nico & Vinz","https://open.spotify.com/track/8U9P"
"2014","Julho","8","Talk Dirty","Jason Derulo feat. 2 Chainz","https://open.spotify.com/track/6W9P"
"2014","Julho","9","Maps","Maroon 5","https://open.spotify.com/track/4W9P"
"2014","Julho","10","Break Free","Ariana Grande feat. Zedd","https://open.spotify.com/track/9T9P"
"2014","Agosto","1","Rude","MAGIC!","https://open.spotify.com/track/6W9P"
"2014","Agosto","2","Fancy","Iggy Azalea feat. Charli XCX","https://open.spotify.com/track/2X9P"
"2014","Agosto","3","Stay with Me","Sam Smith","https://open.spotify.com/track/2X9P"
"2014","Agosto","4","All About That Bass","Meghan Trainor","https://open.spotify.com/track/1Y9P"
"2014","Agosto","5","Break Free","Ariana Grande feat. Zedd","https://open.spotify.com/track/9T9P"
"2014","Agosto","6","Problem","Ariana Grande feat. Iggy Azalea","https://open.spotify.com/track/4W9P"
"2014","Agosto","7","Am I Wrong","Nico & Vinz","https://open.spotify.com/track/8U9P"
"2014","Agosto","8","Maps","Maroon 5","https://open.spotify.com/track/4W9P"
"2014","Agosto","9","Happy","Pharrell Williams","https://open.spotify.com/track/2X9P"
"2014","Agosto","10","Bang Bang","Jessie J, Ariana Grande & Nicki Minaj","https://open.spotify.com/track/6W9P"
"2014","Setembro","1","All About That Bass","Meghan Trainor","https://open.spotify.com/track/1Y9P"
"2014","Setembro","2","Rude","MAGIC!","https://open.spotify.com/track/6W9P"
"2014","Setembro","3","Shake It Off","Taylor Swift","https://open.spotify.com/track/2X9P"
"2014","Setembro","4","Stay with Me","Sam Smith","https://open.spotify.com/track/2X9P"
"2014","Setembro","5","Bang Bang","Jessie J, Ariana Grande & Nicki Minaj","https://open.spotify.com/track/6W9P"
"2014","Setembro","6","Break Free","Ariana Grande feat. Zedd","https://open.spotify.com/track/9T9P"
"2014","Setembro","7","Fancy","Iggy Azalea feat. Charli XCX","https://open.spotify.com/track/2X9P"
"2014","Setembro","8","Maps","Maroon 5","https://open.spotify.com/track/4W9P"
"2014","Setembro","9","Am I Wrong","Nico & Vinz","https://open.spotify.com/track/8U9P"
"2014","Setembro","10","Black Widow","Iggy Azalea feat. Rita Ora","https://open.spotify.com/track/4W9P"
"2014","Outubro","1","All About That Bass","Meghan Trainor","https://open.spotify.com/track/1Y9P"
"2014","Outubro","2","Shake It Off","Taylor Swift","https://open.spotify.com/track/2X9P"
"2014","Outubro","3","Bang Bang","Jessie J, Ariana Grande & Nicki Minaj","https://open.spotify.com/track/6W9P"
"2014","Outubro","4","Black Widow","Iggy Azalea feat. Rita Ora","https://open.spotify.com/track/4W9P"
"2014","Outubro","5","Rude","MAGIC!","https://open.spotify.com/track/6W9P"
"2014","Outubro","6","Stay with Me","Sam Smith","https://open.spotify.com/track/2X9P"
"2014","Outubro","7","Break Free","Ariana Grande feat. Zedd","https://open.spotify.com/track/9T9P"
"2014","Outubro","8","Habits (Stay High)","Tove Lo","https://open.spotify.com/track/8U9P"
"2014","Outubro","9","Maps","Maroon 5","https://open.spotify.com/track/4W9P"
"2014","Outubro","10","Animals","Maroon 5","https://open.spotify.com/track/6W9P"
"2014","Novembro","1","All About That Bass","Meghan Trainor","https://open.spotify.com/track/1Y9P"
"2014","Novembro","2","Shake It Off","Taylor Swift","https://open.spotify.com/track/2X9P"
"2014","Novembro","3","Animals","Maroon 5","https://open.spotify.com/track/6W9P"
"2014","Novembro","4","Blank Space","Taylor Swift","https://open.spotify.com/track/4Y9P"
"2014","Novembro","5","Black Widow","Iggy Azalea feat. Rita Ora","https://open.spotify.com/track/4W9P"
"2014","Novembro","6","Bang Bang","Jessie J, Ariana Grande & Nicki Minaj","https://open.spotify.com/track/6W9P"
"2014","Novembro","7","Habits (Stay High)","Tove Lo","https://open.spotify.com/track/8U9P"
"2014","Novembro","8","I’m Not the Only One","Sam Smith","https://open.spotify.com/track/9T9P"
"2014","Novembro","9","Hot Boy","Bobby Shmurda","https://open.spotify.com/track/2X9P"
"2014","Novembro","10","Take Me to Church","Hozier","https://open.spotify.com/track/4W9P"
"2014","Dezembro","1","Blank Space","Taylor Swift","https://open.spotify.com/track/4Y9P"
"2014","Dezembro","2","All About That Bass","Meghan Trainor","https://open.spotify.com/track/1Y9P"
"2014","Dezembro","3","Take Me to Church","Hozier","https://open.spotify.com/track/4W9P"
"2014","Dezembro","4","Shake It Off","Taylor Swift","https://open.spotify.com/track/2X9P"
"2014","Dezembro","5","I’m Not the Only One","Sam Smith","https://open.spotify.com/track/9T9P"
"2014","Dezembro","6","Animals","Maroon 5","https://open.spotify.com/track/6W9P"
"2014","Dezembro","7","Uptown Funk","Mark Ronson feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2014","Dezembro","8","Habits (Stay High)","Tove Lo","https://open.spotify.com/track/8U9P"
"2014","Dezembro","9","Love Me Harder","Ariana Grande & The Weeknd","https://open.spotify.com/track/2X9P"
"2014","Dezembro","10","Black Widow","Iggy Azalea feat. Rita Ora","https://open.spotify.com/track/4W9P"
"2015","Janeiro","1","Uptown Funk","Mark Ronson feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2015","Janeiro","2","Blank Space","Taylor Swift","https://open.spotify.com/track/4Y9P"
"2015","Janeiro","3","Take Me to Church","Hozier","https://open.spotify.com/track/4W9P"
"2015","Janeiro","4","Shake It Off","Taylor Swift","https://open.spotify.com/track/2X9P"
"2015","Janeiro","5","I’m Not the Only One","Sam Smith","https://open.spotify.com/track/9T9P"
"2015","Janeiro","6","All About That Bass","Meghan Trainor","https://open.spotify.com/track/1Y9P"
"2015","Janeiro","7","Thinking Out Loud","Ed Sheeran","https://open.spotify.com/track/2X9P"
"2015","Janeiro","8","Animals","Maroon 5","https://open.spotify.com/track/6W9P"
"2015","Janeiro","9","Love Me Harder","Ariana Grande & The Weeknd","https://open.spotify.com/track/2X9P"
"2015","Janeiro","10","Jealous","Nick Jonas","https://open.spotify.com/track/4W9P"
"2015","Fevereiro","1","Uptown Funk","Mark Ronson feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2015","Fevereiro","2","Thinking Out Loud","Ed Sheeran","https://open.spotify.com/track/2X9P"
"2015","Fevereiro","3","Take Me to Church","Hozier","https://open.spotify.com/track/4W9P"
"2015","Fevereiro","4","Blank Space","Taylor Swift","https://open.spotify.com/track/4Y9P"
"2015","Fevereiro","5","I’m Not the Only One","Sam Smith","https://open.spotify.com/track/9T9P"
"2015","Fevereiro","6","Shake It Off","Taylor Swift","https://open.spotify.com/track/2X9P"
"2015","Fevereiro","7","All About That Bass","Meghan Trainor","https://open.spotify.com/track/1Y9P"
"2015","Fevereiro","8","Jealous","Nick Jonas","https://open.spotify.com/track/4W9P"
"2015","Fevereiro","9","Love Me Like You Do","Ellie Goulding","https://open.spotify.com/track/6W9P"
"2015","Fevereiro","10","Sugar","Maroon 5","https://open.spotify.com/track/8U9P"
"2015","Março","1","Uptown Funk","Mark Ronson feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2015","Março","2","Love Me Like You Do","Ellie Goulding","https://open.spotify.com/track/6W9P"
"2015","Março","3","Thinking Out Loud","Ed Sheeran","https://open.spotify.com/track/2X9P"
"2015","Março","4","Sugar","Maroon 5","https://open.spotify.com/track/8U9P"
"2015","Março","5","Take Me to Church","Hozier","https://open.spotify.com/track/4W9P"
"2015","Março","6","Blank Space","Taylor Swift","https://open.spotify.com/track/4Y9P"
"2015","Março","7","I’m Not the Only One","Sam Smith","https://open.spotify.com/track/9T9P"
"2015","Março","8","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney","https://open.spotify.com/track/2X9P"
"2015","Março","9","Style","Taylor Swift","https://open.spotify.com/track/4W9P"
"2015","Março","10","Earned It","The Weeknd","https://open.spotify.com/track/6W9P"
"2015","Abril","1","Uptown Funk","Mark Ronson feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2015","Abril","2","Sugar","Maroon 5","https://open.spotify.com/track/8U9P"
"2015","Abril","3","Love Me Like You Do","Ellie Goulding","https://open.spotify.com/track/6W9P"
"2015","Abril","4","Thinking Out Loud","Ed Sheeran","https://open.spotify.com/track/2X9P"
"2015","Abril","5","Earned It","The Weeknd","https://open.spotify.com/track/6W9P"
"2015","Abril","6","See You Again","Wiz Khalifa feat. Charlie Puth","https://open.spotify.com/track/9T9P"
"2015","Abril","7","Take Me to Church","Hozier","https://open.spotify.com/track/4W9P"
"2015","Abril","8","Style","Taylor Swift","https://open.spotify.com/track/4W9P"
"2015","Abril","9","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney","https://open.spotify.com/track/2X9P"
"2015","Abril","10","I’m Not the Only One","Sam Smith","https://open.spotify.com/track/9T9P"
"2015","Maio","1","See You Again","Wiz Khalifa feat. Charlie Puth","https://open.spotify.com/track/9T9P"
"2015","Maio","2","Uptown Funk","Mark Ronson feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2015","Maio","3","Sugar","Maroon 5","https://open.spotify.com/track/8U9P"
"2015","Maio","4","Earned It","The Weeknd","https://open.spotify.com/track/6W9P"
"2015","Maio","5","Love Me Like You Do","Ellie Goulding","https://open.spotify.com/track/6W9P"
"2015","Maio","6","Thinking Out Loud","Ed Sheeran","https://open.spotify.com/track/2X9P"
"2015","Maio","7","Shut Up and Dance","WALK THE MOON","https://open.spotify.com/track/4W9P"
"2015","Maio","8","Trap Queen","Fetty Wap","https://open.spotify.com/track/2X9P"
"2015","Maio","9","Take Me to Church","Hozier","https://open.spotify.com/track/4W9P"
"2015","Maio","10","Style","Taylor Swift","https://open.spotify.com/track/4W9P"
"2015","Junho","1","See You Again","Wiz Khalifa feat. Charlie Puth","https://open.spotify.com/track/9T9P"
"2015","Junho","2","Bad Blood","Taylor Swift feat. Kendrick Lamar","https://open.spotify.com/track/2X9P"
"2015","Junho","3","Trap Queen","Fetty Wap","https://open.spotify.com/track/2X9P"
"2015","Junho","4","Uptown Funk","Mark Ronson feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2015","Junho","5","Shut Up and Dance","WALK THE MOON","https://open.spotify.com/track/4W9P"
"2015","Junho","6","Earned It","The Weeknd","https://open.spotify.com/track/6W9P"
"2015","Junho","7","Sugar","Maroon 5","https://open.spotify.com/track/8U9P"
"2015","Junho","8","Cheerleader","OMI","https://open.spotify.com/track/9T9P"
"2015","Junho","9","Love Me Like You Do","Ellie Goulding","https://open.spotify.com/track/6W9P"
"2015","Junho","10","Want to Want Me","Jason Derulo","https://open.spotify.com/track/4W9P"
"2015","Julho","1","Cheerleader","OMI","https://open.spotify.com/track/9T9P"
"2015","Julho","2","See You Again","Wiz Khalifa feat. Charlie Puth","https://open.spotify.com/track/9T9P"
"2015","Julho","3","Bad Blood","Taylor Swift feat. Kendrick Lamar","https://open.spotify.com/track/2X9P"
"2015","Julho","4","Trap Queen","Fetty Wap","https://open.spotify.com/track/2X9P"
"2015","Julho","5","Shut Up and Dance","WALK THE MOON","https://open.spotify.com/track/4W9P"
"2015","Julho","6","Can’t Feel My Face","The Weeknd","https://open.spotify.com/track/1Y9P"
"2015","Julho","7","Uptown Funk","Mark Ronson feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2015","Julho","8","Watch Me (Whip/Nae Nae)","Silentó","https://open.spotify.com/track/2X9P"
"2015","Julho","9","Want to Want Me","Jason Derulo","https://open.spotify.com/track/4W9P"
"2015","Julho","10","Earned It","The Weeknd","https://open.spotify.com/track/6W9P"
"2015","Agosto","1","Cheerleader","OMI","https://open.spotify.com/track/9T9P"
"2015","Agosto","2","Can’t Feel My Face","The Weeknd","https://open.spotify.com/track/1Y9P"
"2015","Agosto","3","See You Again","Wiz Khalifa feat. Charlie Puth","https://open.spotify.com/track/9T9P"
"2015","Agosto","4","Watch Me (Whip/Nae Nae)","Silentó","https://open.spotify.com/track/2X9P"
"2015","Agosto","5","Trap Queen","Fetty Wap","https://open.spotify.com/track/2X9P"
"2015","Agosto","6","Bad Blood","Taylor Swift feat. Kendrick Lamar","https://open.spotify.com/track/2X9P"
"2015","Agosto","7","Good for You","Selena Gomez feat. A$AP Rocky","https://open.spotify.com/track/4W9P"
"2015","Agosto","8","Shut Up and Dance","WALK THE MOON","https://open.spotify.com/track/4W9P"
"2015","Agosto","9","Lean On","Major Lazer & DJ Snake feat. MØ","https://open.spotify.com/track/8U9P"
"2015","Agosto","10","Where Are Ü Now","Skrillex & Diplo with Justin Bieber","https://open.spotify.com/track/6W9P"
"2015","Setembro","1","Can’t Feel My Face","The Weeknd","https://open.spotify.com/track/1Y9P"
"2015","Setembro","2","Cheerleader","OMI","https://open.spotify.com/track/9T9P"
"2015","Setembro","3","Watch Me (Whip/Nae Nae)","Silentó","https://open.spotify.com/track/2X9P"
"2015","Setembro","4","Good for You","Selena Gomez feat. A$AP Rocky","https://open.spotify.com/track/4W9P"
"2015","Setembro","5","The Hills","The Weeknd","https://open.spotify.com/track/1Y9P"
"2015","Setembro","6","See You Again","Wiz Khalifa feat. Charlie Puth","https://open.spotify.com/track/9T9P"
"2015","Setembro","7","Locked Away","R. City feat. Adam Levine","https://open.spotify.com/track/2X9P"
"2015","Setembro","8","Lean On","Major Lazer & DJ Snake feat. MØ","https://open.spotify.com/track/8U9P"
"2015","Setembro","9","Where Are Ü Now","Skrillex & Diplo with Justin Bieber","https://open.spotify.com/track/6W9P"
"2015","Setembro","10","Trap Queen","Fetty Wap","https://open.spotify.com/track/2X9P"
"2015","Outubro","1","The Hills","The Weeknd","https://open.spotify.com/track/1Y9P"
"2015","Outubro","2","Can’t Feel My Face","The Weeknd","https://open.spotify.com/track/1Y9P"
"2015","Outubro","3","What Do You Mean?","Justin Bieber","https://open.spotify.com/track/2X9P"
"2015","Outubro","4","Hotline Bling","Drake","https://open.spotify.com/track/4W9P"
"2015","Outubro","5","Watch Me (Whip/Nae Nae)","Silentó","https://open.spotify.com/track/2X9P"
"2015","Outubro","6","Cheerleader","OMI","https://open.spotify.com/track/9T9P"
"2015","Outubro","7","Locked Away","R. City feat. Adam Levine","https://open.spotify.com/track/2X9P"
"2015","Outubro","8","Good for You","Selena Gomez feat. A$AP Rocky","https://open.spotify.com/track/4W9P"
"2015","Outubro","9","Lean On","Major Lazer & DJ Snake feat. MØ","https://open.spotify.com/track/8U9P"
"2015","Outubro","10","Stitches","Shawn Mendes","https://open.spotify.com/track/6W9P"
"2015","Novembro","1","The Hills","The Weeknd","https://open.spotify.com/track/1Y9P"
"2015","Novembro","2","Hello","Adele","https://open.spotify.com/track/2X9P"
"2015","Novembro","3","What Do You Mean?","Justin Bieber","https://open.spotify.com/track/2X9P"
"2015","Novembro","4","Hotline Bling","Drake","https://open.spotify.com/track/4W9P"
"2015","Novembro","5","Stitches","Shawn Mendes","https://open.spotify.com/track/6W9P"
"2015","Novembro","6","Sorry","Justin Bieber","https://open.spotify.com/track/9T9P"
"2015","Novembro","7","Can’t Feel My Face","The Weeknd","https://open.spotify.com/track/1Y9P"
"2015","Novembro","8","Watch Me (Whip/Nae Nae)","Silentó","https://open.spotify.com/track/2X9P"
"2015","Novembro","9","Like I’m Gonna Lose You","Meghan Trainor feat. John Legend","https://open.spotify.com/track/4W9P"
"2015","Novembro","10","Locked Away","R. City feat. Adam Levine","https://open.spotify.com/track/2X9P"
"2015","Dezembro","1","Hello","Adele","https://open.spotify.com/track/2X9P"
"2015","Dezembro","2","Sorry","Justin Bieber","https://open.spotify.com/track/9T9P"
"2015","Dezembro","3","The Hills","The Weeknd","https://open.spotify.com/track/1Y9P"
"2015","Dezembro","4","What Do You Mean?","Justin Bieber","https://open.spotify.com/track/2X9P"
"2015","Dezembro","5","Hotline Bling","Drake","https://open.spotify.com/track/4W9P"
"2015","Dezembro","6","Love Yourself","Justin Bieber","https://open.spotify.com/track/6W9P"
"2015","Dezembro","7","Stitches","Shawn Mendes","https://open.spotify.com/track/6W9P"
"2015","Dezembro","8","Can’t Feel My Face","The Weeknd","https://open.spotify.com/track/1Y9P"
"2015","Dezembro","9","Like I’m Gonna Lose You","Meghan Trainor feat. John Legend","https://open.spotify.com/track/4W9P"
"2015","Dezembro","10","Same Old Love","Selena Gomez","https://open.spotify.com/track/8U9P"
"2016","Janeiro","1","Hello","Adele","https://open.spotify.com/track/2X9P"
"2016","Janeiro","2","Sorry","Justin Bieber","https://open.spotify.com/track/9T9P"
"2016","Janeiro","3","Love Yourself","Justin Bieber","https://open.spotify.com/track/6W9P"
"2016","Janeiro","4","What Do You Mean?","Justin Bieber","https://open.spotify.com/track/2X9P"
"2016","Janeiro","5","The Hills","The Weeknd","https://open.spotify.com/track/1Y9P"
"2016","Janeiro","6","Hotline Bling","Drake","https://open.spotify.com/track/4W9P"
"2016","Janeiro","7","Stitches","Shawn Mendes","https://open.spotify.com/track/6W9P"
"2016","Janeiro","8","Same Old Love","Selena Gomez","https://open.spotify.com/track/8U9P"
"2016","Janeiro","9","Here","Alessia Cara","https://open.spotify.com/track/9T9P"
"2016","Janeiro","10","Like I’m Gonna Lose You","Meghan Trainor feat. John Legend","https://open.spotify.com/track/4W9P"
"2016","Fevereiro","1","Love Yourself","Justin Bieber","https://open.spotify.com/track/6W9P"
"2016","Fevereiro","2","Sorry","Justin Bieber","https://open.spotify.com/track/9T9P"
"2016","Fevereiro","3","Hello","Adele","https://open.spotify.com/track/2X9P"
"2016","Fevereiro","4","Stressed Out","Twenty One Pilots","https://open.spotify.com/track/1Y9P"
"2016","Fevereiro","5","Work","Rihanna feat. Drake","https://open.spotify.com/track/2X9P"
"2016","Fevereiro","6","Pillowtalk","Zayn","https://open.spotify.com/track/4W9P"
"2016","Fevereiro","7","My House","Flo Rida","https://open.spotify.com/track/8U9P"
"2016","Fevereiro","8","Stitches","Shawn Mendes","https://open.spotify.com/track/6W9P"
"2016","Fevereiro","9","What Do You Mean?","Justin Bieber","https://open.spotify.com/track/2X9P"
"2016","Fevereiro","10","Same Old Love","Selena Gomez","https://open.spotify.com/track/8U9P"
"2016","Março","1","Work","Rihanna feat. Drake","https://open.spotify.com/track/2X9P"
"2016","Março","2","Love Yourself","Justin Bieber","https://open.spotify.com/track/6W9P"
"2016","Março","3","Stressed Out","Twenty One Pilots","https://open.spotify.com/track/1Y9P"
"2016","Março","4","Sorry","Justin Bieber","https://open.spotify.com/track/9T9P"
"2016","Março","5","My House","Flo Rida","https://open.spotify.com/track/8U9P"
"2016","Março","6","Pillowtalk","Zayn","https://open.spotify.com/track/4W9P"
"2016","Março","7","7 Years","Lukas Graham","https://open.spotify.com/track/2X9P"
"2016","Março","8","Hello","Adele","https://open.spotify.com/track/2X9P"
"2016","Março","9","Me, Myself & I","G-Eazy x Bebe Rexha","https://open.spotify.com/track/6W9P"
"2016","Março","10","Cake by the Ocean","DNCE","https://open.spotify.com/track/4W9P"
"2016","Abril","1","Work","Rihanna feat. Drake","https://open.spotify.com/track/2X9P"
"2016","Abril","2","7 Years","Lukas Graham","https://open.spotify.com/track/2X9P"
"2016","Abril","3","Love Yourself","Justin Bieber","https://open.spotify.com/track/6W9P"
"2016","Abril","4","Pillowtalk","Zayn","https://open.spotify.com/track/4W9P"
"2016","Abril","5","Stressed Out","Twenty One Pilots","https://open.spotify.com/track/1Y9P"
"2016","Abril","6","My House","Flo Rida","https://open.spotify.com/track/8U9P"
"2016","Abril","7","No","Meghan Trainor","https://open.spotify.com/track/9T9P"
"2016","Abril","8","Sorry","Justin Bieber","https://open.spotify.com/track/9T9P"
"2016","Abril","9","I Took a Pill in Ibiza","Mike Posner","https://open.spotify.com/track/2X9P"
"2016","Abril","10","Me, Myself & I","G-Eazy x Bebe Rexha","https://open.spotify.com/track/6W9P"
"2016","Maio","1","One Dance","Drake feat. Wizkid & Kyla","https://open.spotify.com/track/1Y9P"
"2016","Maio","2","Work","Rihanna feat. Drake","https://open.spotify.com/track/2X9P"
"2016","Maio","3","7 Years","Lukas Graham","https://open.spotify.com/track/2X9P"
"2016","Maio","4","I Took a Pill in Ibiza","Mike Posner","https://open.spotify.com/track/2X9P"
"2016","Maio","5","Panda","Desiigner","https://open.spotify.com/track/4W9P"
"2016","Maio","6","Love Yourself","Justin Bieber","https://open.spotify.com/track/6W9P"
"2016","Maio","7","Pillowtalk","Zayn","https://open.spotify.com/track/4W9P"
"2016","Maio","8","No","Meghan Trainor","https://open.spotify.com/track/9T9P"
"2016","Maio","9","Stressed Out","Twenty One Pilots","https://open.spotify.com/track/1Y9P"
"2016","Maio","10","Don’t Let Me Down","The Chainsmokers feat. Daya","https://open.spotify.com/track/2X9P"
"2016","Junho","1","One Dance","Drake feat. Wizkid & Kyla","https://open.spotify.com/track/1Y9P"
"2016","Junho","2","Panda","Desiigner","https://open.spotify.com/track/4W9P"
"2016","Junho","3","Can’t Stop the Feeling!","Justin Timberlake","https://open.spotify.com/track/2X9P"
"2016","Junho","4","I Took a Pill in Ibiza","Mike Posner","https://open.spotify.com/track/2X9P"
"2016","Junho","5","Don’t Let Me Down","The Chainsmokers feat. Daya","https://open.spotify.com/track/2X9P"
"2016","Junho","6","Work","Rihanna feat. Drake","https://open.spotify.com/track/2X9P"
"2016","Junho","7","7 Years","Lukas Graham","https://open.spotify.com/track/2X9P"
"2016","Junho","8","This Is What You Came For","Calvin Harris feat. Rihanna","https://open.spotify.com/track/4W9P"
"2016","Junho","9","Just Like Fire","P!nk","https://open.spotify.com/track/8U9P"
"2016","Junho","10","Needed Me","Rihanna","https://open.spotify.com/track/6W9P"
"2016","Julho","1","One Dance","Drake feat. Wizkid & Kyla","https://open.spotify.com/track/1Y9P"
"2016","Julho","2","Can’t Stop the Feeling!","Justin Timberlake","https://open.spotify.com/track/2X9P"
"2016","Julho","3","Panda","Desiigner","https://open.spotify.com/track/4W9P"
"2016","Julho","4","Don’t Let Me Down","The Chainsmokers feat. Daya","https://open.spotify.com/track/2X9P"
"2016","Julho","5","This Is What You Came For","Calvin Harris feat. Rihanna","https://open.spotify.com/track/4W9P"
"2016","Julho","6","I Took a Pill in Ibiza","Mike Posner","https://open.spotify.com/track/2X9P"
"2016","Julho","7","Needed Me","Rihanna","https://open.spotify.com/track/6W9P"
"2016","Julho","8","Cheap Thrills","Sia feat. Sean Paul","https://open.spotify.com/track/9T9P"
"2016","Julho","9","Ride","Twenty One Pilots","https://open.spotify.com/track/4W9P"
"2016","Julho","10","Don’t Mind","Kent Jones","https://open.spotify.com/track/2X9P"
"2016","Agosto","1","Cheap Thrills","Sia feat. Sean Paul","https://open.spotify.com/track/9T9P"
"2016","Agosto","2","One Dance","Drake feat. Wizkid & Kyla","https://open.spotify.com/track/1Y9P"
"2016","Agosto","3","This Is What You Came For","Calvin Harris feat. Rihanna","https://open.spotify.com/track/4W9P"
"2016","Agosto","4","Can’t Stop the Feeling!","Justin Timberlake","https://open.spotify.com/track/2X9P"
"2016","Agosto","5","Cold Water","Major Lazer feat. Justin Bieber & MØ","https://open.spotify.com/track/6W9P"
"2016","Agosto","6","Don’t Let Me Down","The Chainsmokers feat. Daya","https://open.spotify.com/track/2X9P"
"2016","Agosto","7","Ride","Twenty One Pilots","https://open.spotify.com/track/4W9P"
"2016","Agosto","8","Needed Me","Rihanna","https://open.spotify.com/track/6W9P"
"2016","Agosto","9","Panda","Desiigner","https://open.spotify.com/track/4W9P"
"2016","Agosto","10","I Took a Pill in Ibiza","Mike Posner","https://open.spotify.com/track/2X9P"
"2016","Setembro","1","Closer","The Chainsmokers feat. Halsey","https://open.spotify.com/track/1Y9P"
"2016","Setembro","2","Cheap Thrills","Sia feat. Sean Paul","https://open.spotify.com/track/9T9P"
"2016","Setembro","3","Cold Water","Major Lazer feat. Justin Bieber & MØ","https://open.spotify.com/track/6W9P"
"2016","Setembro","4","One Dance","Drake feat. Wizkid & Kyla","https://open.spotify.com/track/1Y9P"
"2016","Setembro","5","This Is What You Came For","Calvin Harris feat. Rihanna","https://open.spotify.com/track/4W9P"
"2016","Setembro","6","Don’t Let Me Down","The Chainsmokers feat. Daya","https://open.spotify.com/track/2X9P"
"2016","Setembro","7","Ride","Twenty One Pilots","https://open.spotify.com/track/4W9P"
"2016","Setembro","8","Can’t Stop the Feeling!","Justin Timberlake","https://open.spotify.com/track/2X9P"
"2016","Setembro","9","Let Me Love You","DJ Snake feat. Justin Bieber","https://open.spotify.com/track/8U9P"
"2016","Setembro","10","Needed Me","Rihanna","https://open.spotify.com/track/6W9P"
"2016","Outubro","1","Closer","The Chainsmokers feat. Halsey","https://open.spotify.com/track/1Y9P"
"2016","Outubro","2","Starboy","The Weeknd feat. Daft Punk","https://open.spotify.com/track/2X9P"
"2016","Outubro","3","Cold Water","Major Lazer feat. Justin Bieber & MØ","https://open.spotify.com/track/6W9P"
"2016","Outubro","4","Cheap Thrills","Sia feat. Sean Paul","https://open.spotify.com/track/9T9P"
"2016","Outubro","5","Let Me Love You","DJ Snake feat. Justin Bieber","https://open.spotify.com/track/8U9P"
"2016","Outubro","6","This Is What You Came For","Calvin Harris feat. Rihanna","https://open.spotify.com/track/4W9P"
"2016","Outubro","7","Heathens","Twenty One Pilots","https://open.spotify.com/track/6W9P"
"2016","Outubro","8","Ride","Twenty One Pilots","https://open.spotify.com/track/4W9P"
"2016","Outubro","9","Don’t Let Me Down","The Chainsmokers feat. Daya","https://open.spotify.com/track/2X9P"
"2016","Outubro","10","Broccoli","DRAM feat. Lil Yachty","https://open.spotify.com/track/9T9P"
"2016","Novembro","1","Closer","The Chainsmokers feat. Halsey","https://open.spotify.com/track/1Y9P"
"2016","Novembro","2","Starboy","The Weeknd feat. Daft Punk","https://open.spotify.com/track/2X9P"
"2016","Novembro","3","Let Me Love You","DJ Snake feat. Justin Bieber","https://open.spotify.com/track/8U9P"
"2016","Novembro","4","24K Magic","Bruno Mars","https://open.spotify.com/track/4W9P"
"2016","Novembro","5","Heathens","Twenty One Pilots","https://open.spotify.com/track/6W9P"
"2016","Novembro","6","Cold Water","Major Lazer feat. Justin Bieber & MØ","https://open.spotify.com/track/6W9P"
"2016","Novembro","7","Side to Side","Ariana Grande feat. Nicki Minaj","https://open.spotify.com/track/9T9P"
"2016","Novembro","8","Broccoli","DRAM feat. Lil Yachty","https://open.spotify.com/track/9T9P"
"2016","Novembro","9","Don’t Wanna Know","Maroon 5 feat. Kendrick Lamar","https://open.spotify.com/track/2X9P"
"2016","Novembro","10","Ride","Twenty One Pilots","https://open.spotify.com/track/4W9P"
"2016","Dezembro","1","Black Beatles","Rae Sremmurd feat. Gucci Mane","https://open.spotify.com/track/1Y9P"
"2016","Dezembro","2","Closer","The Chainsmokers feat. Halsey","https://open.spotify.com/track/1Y9P"
"2016","Dezembro","3","Starboy","The Weeknd feat. Daft Punk","https://open.spotify.com/track/2X9P"
"2016","Dezembro","4","24K Magic","Bruno Mars","https://open.spotify.com/track/4W9P"
"2016","Dezembro","5","Let Me Love You","DJ Snake feat. Justin Bieber","https://open.spotify.com/track/8U9P"
"2016","Dezembro","6","Side to Side","Ariana Grande feat. Nicki Minaj","https://open.spotify.com/track/9T9P"
"2016","Dezembro","7","Heathens","Twenty One Pilots","https://open.spotify.com/track/6W9P"
"2016","Dezembro","8","Don’t Wanna Know","Maroon 5 feat. Kendrick Lamar","https://open.spotify.com/track/2X9P"
"2016","Dezembro","9","Broccoli","DRAM feat. Lil Yachty","https://open.spotify.com/track/9T9P"
"2016","Dezembro","10","Fake Love","Drake","https://open.spotify.com/track/4W9P"
